area_type,location,size,total_sqft,bath,balcony,price
1,Garudachar Palya,3.0,1295.0,2.0,1.0,59.5
2,Neeladri Nagar,1.0,527.0,1.0,0.0,26.0
1,OMBR Layout,2.0,1300.0,2.0,2.0,80.0
4,Bommanahalli,3.0,680.0,4.0,1.0,68.0
4,Adityanagar,1.0,1260.0,1.0,0.0,41.0
2,Koramangala,2.0,1140.0,2.0,1.0,75.2
4,BDS Layout,1.0,1500.0,1.0,0.0,37.5
1,Whitefield,3.0,2321.0,4.0,1.0,128.0
1,Sarjapur  Road,2.0,1390.0,2.0,2.0,62.0
1,Sarjapur  Road,3.0,1725.0,3.0,3.0,90.0
1,Hennur Road,3.0,1186.0,2.0,1.0,63.0
1,Kanakpura Road,2.0,1230.0,2.0,1.0,85.0
2, Mysore Highway,1.0,600.0,1.0,1.0,17.0
1,Yeshwanthpur,3.0,1313.0,3.0,1.0,96.0
1,Ambalipura,2.0,1250.0,2.0,2.0,66.25
1,Binny Pete,1.0,660.0,1.0,1.0,54.0
1,Basavangudi,2.0,1036.0,2.0,2.0,105.0
1,Old Madras Road,2.0,1100.0,2.0,1.0,70.0
4,Singasandra,4.0,525.0,5.0,2.0,56.0
2,Electronics City Phase 1,2.0,1015.0,2.0,1.0,56.0
4,Gottigere,1.0,812.0,1.0,0.0,26.0
2,Narayana Nagar 1st Block,3.0,1360.0,2.0,2.0,65.0
1,Nehru Nagar,3.0,2167.0,3.0,3.0,170.0
1,Raja Rajeshwari Nagar,2.0,1200.0,2.0,1.0,35.0
1,Gopalkrishna Nagar,2.0,1165.0,2.0,2.0,75.0
1,BTM 2nd Stage,2.0,1274.0,2.0,2.0,70.0
1,Raja Rajeshwari Nagar,2.0,1151.0,2.0,2.0,39.02
4,Vidyaranyapura,6.0,1060.0,6.0,3.0,110.0
1,Thubarahalli,3.0,1626.0,2.0,2.0,120.0
1,Banashankari Stage V,2.0,1035.0,2.0,2.0,35.77
4,Shanthi Layout,3.0,1272.0,4.0,0.0,75.0
2,Jeevan bima nagar,2.0,965.0,2.0,1.0,45.0
4,Esther Enclave Layout,5.0,1600.0,5.0,2.0,140.0
1,Kothannur,2.0,1070.0,2.0,1.0,42.79
2,Raja Rajeshwari Nagar,3.0,1570.0,2.0,2.0,65.0
2,Volagerekallahalli,2.0,1053.0,2.0,2.0,38.0
1,Keerthi Layout,2.0,780.0,2.0,2.0,25.0
1,Ganga Nagar Extension,3.0,1000.0,2.0,1.0,65.0
4,9th Phase JP Nagar,4.0,1200.0,3.0,2.0,188.0
2,5th Phase JP Nagar,3.0,1700.0,2.0,3.0,100.0
2,Kereguddadahalli,2.0,904.0,2.0,1.0,30.0
1,Shikaripalya,2.0,1121.0,2.0,1.0,43.72
1,7th Phase JP Nagar,3.0,1385.0,2.0,2.0,58.17
1,Sahakara Nagar,2.0,1270.0,2.0,1.0,69.85
1,Kanakpura Road,3.0,1450.0,3.0,3.0,56.0
1,Mahadevpura,1.0,730.0,1.0,1.0,35.0
1,Raja Rajeshwari Nagar,3.0,1580.0,3.0,3.0,53.56
1,Thanisandra,2.0,1111.0,2.0,1.0,50.0
4,Kengeri,4.0,1125.0,2.0,1.0,88.0
1,Varthur,2.0,977.0,2.0,2.0,36.0
1,Gunjur Palya,2.0,674.0,1.0,1.0,19.9
4,Nagarbhavi,3.0,600.0,3.0,1.0,83.0
4,Sarjapur,4.0,2540.0,4.0,1.0,115.0
1,Jakkur,2.0,1290.0,2.0,1.0,100.0
4,Kumaraswami Layout,3.0,600.0,3.0,1.0,98.0
1,Abbigere,2.0,795.0,2.0,1.0,32.54
1,Kanakpura Road,2.0,700.0,1.0,1.0,35.0
2,Ambedkar Colony,2.0,1463.0,1.0,1.0,142.0
2,Vijayanagar,3.0,1000.0,3.0,0.0,140.0
1,Reliable Woods Layout,3.0,1306.0,2.0,2.0,58.0
1,4th T block Jayanagar,3.0,2401.0,3.0,2.0,185.0
4,Bommenahalli,4.0,1670.0,3.0,0.0,135.0
4,Marsur,3.0,1200.0,3.0,1.0,90.0
1,Dodda Nekkundi,3.0,1804.0,3.0,2.0,121.0
1,1st Phase JP Nagar,3.0,2065.0,4.0,1.0,210.0
1,Hoskote,3.0,1225.0,3.0,1.0,40.0
1,Thanisandra,2.0,1186.0,2.0,0.0,58.68
1,Bellandur,2.0,900.0,2.0,2.0,56.0
1,Binny Pete,2.0,1350.0,2.0,1.0,91.0
1,Kaggalipura,1.0,700.0,1.0,0.0,36.0
1,Mysore Road,2.0,1005.0,2.0,0.0,35.175
1,Poorna Pragna Layout,2.0,1160.0,2.0,1.0,46.39
3,LB Shastri Nagar,2.0,1043.0,2.0,2.0,55.0
4,Hoskote,4.0,1200.0,4.0,1.0,120.0
1,Hebbal,2.0,1040.0,2.0,2.0,46.0
1,Tindlu,3.0,1357.0,2.0,2.0,65.0
4,Nayandanahalli,7.0,1600.0,7.0,1.0,104.0
1,Vibhutipura Extension,2.0,1225.0,2.0,2.0,47.0
4,Sunkadakatte,9.0,1500.0,6.0,1.0,80.0
1,Yelachenahalli,2.0,1130.0,2.0,2.0,40.0
2,Basavangudi,4.0,2500.0,4.0,1.0,150.0
3,Sultan Palaya,3.0,1700.0,3.0,3.0,120.0
1,Doddathoguru,3.0,1549.0,3.0,2.0,65.0
1,Yeshwanthpur,2.0,1400.0,2.0,2.0,100.0
1,Dodda Nekkundi,2.0,1080.0,2.0,2.0,50.0
2,Ulsoor,2.0,1180.0,2.0,2.0,100.0
4,Chandra Layout,7.0,780.0,7.0,3.0,150.0
1,Domlur,3.0,1800.0,3.0,2.0,150.0
2,Chandra Layout,1.0,890.0,1.0,1.0,75.0
1,Abbigere,2.0,1005.0,2.0,1.0,39.59
1,Whitefield,2.0,1320.0,2.0,1.0,95.0
2,Anandapura,4.0,1475.0,2.0,1.0,50.0
1,Hagadur,2.0,1110.0,2.0,2.0,51.0
4,Popular Colony,2.0,1300.0,2.0,0.0,54.0
4,Vajarahalli,5.0,600.0,3.0,1.0,86.0
1,Electronic City,2.0,1128.0,2.0,1.0,65.35
1,Jakkur,2.0,1453.0,2.0,1.0,100.0
1,Banashankari,3.0,2600.0,4.0,1.0,135.0
2,Sanjay nagar,2.0,630.0,1.0,1.0,35.0
1,Hosa Road,2.0,1243.0,2.0,2.0,48.5
2,Soundarya Layout,2.0,960.0,2.0,2.0,32.0
1,"Banashankari 6th Stage ,Subramanyapura",3.0,1690.0,3.0,2.0,100.0
2,Whitefield,2.0,735.0,2.0,1.0,35.0
1,Banaswadi,2.0,1365.0,2.0,2.0,73.0
1,Hebbal,2.0,1420.0,2.0,1.0,99.39
1,Somasundara Palya,3.0,1570.0,3.0,3.0,68.0
1,Bisuvanahalli,2.0,850.0,1.0,1.0,32.0
1,7th Phase JP Nagar,3.0,1575.0,2.0,2.0,110.0
1,Thigalarapalya,2.0,1418.0,2.0,2.0,104.0
1,Uttarahalli,2.0,1050.0,2.0,1.0,42.0
2,Ulsoor,3.0,1340.0,3.0,0.0,90.0
1,Yelahanka New Town,3.0,1610.0,3.0,2.0,92.0
2,Electronic City Phase II,2.0,1160.0,2.0,1.0,33.5
1,Kudlu,2.0,1092.0,2.0,2.0,44.0
1,Yelahanka,3.0,1455.0,3.0,1.0,61.5
1,Abbigere,1.0,734.0,1.0,0.0,19.82
2,Samethanahalli,2.0,799.0,2.0,1.0,38.0
2,Whitefield,3.0,1896.0,3.0,1.0,75.0
1,Ardendale,2.0,1100.0,2.0,1.0,48.0
2,Bellandur,2.0,1350.0,2.0,1.0,79.0
1,Amarjyothi Colony,3.0,1355.0,3.0,1.0,61.0
4,Pattanagere,2.0,1350.0,2.0,0.0,90.0
1,Kasavanhalli,3.0,1493.0,3.0,2.0,82.0
1,8th Phase JP Nagar,2.0,1098.0,2.0,1.0,43.91
1,Banashankari,3.0,1900.0,2.0,1.0,170.0
1,Dollars Layout,3.0,1460.0,3.0,2.0,88.0
4,Horamavu Banaswadi,5.0,1600.0,5.0,3.0,140.0
1,Varthur,2.0,1091.0,2.0,1.0,32.0
1,Yelahanka,2.0,1180.0,2.0,3.0,42.0
1,Kanakpura Road,2.0,1366.0,3.0,1.0,76.85
1,RMV Extension,3.0,1685.0,3.0,2.0,95.0
2,Koramangala,2.0,1260.0,2.0,3.0,100.0
4,Whitefield,3.0,3010.0,3.0,2.0,200.0
4,Ramamurthy Nagar,3.0,1330.0,4.0,1.0,140.0
4,Mallasandra,2.0,1200.0,2.0,0.0,130.0
1,Whitefield,2.0,1346.0,2.0,1.0,96.17
1,Chandapura,1.0,630.0,1.0,0.0,13.86
1,7th Phase JP Nagar,3.0,1850.0,3.0,2.0,140.0
1,Electronic City,2.0,755.0,1.0,1.0,34.0
4,Basaveshwara Nagar Yelahanka,5.0,800.0,5.0,2.0,98.0
1,Parappana Agrahara,2.0,1194.0,2.0,2.0,46.0
4,Kurubarahalli,1.0,800.0,1.0,0.0,52.0
1,Rachenahalli,3.0,2250.0,3.0,1.0,195.0
1,Vijayanagar,2.0,1352.0,2.0,2.0,68.0
1,Thanisandra,3.0,2002.0,3.0,2.0,112.0
2,Kaval Byrasandra,2.0,1060.0,2.0,2.0,45.0
1,Kanakpura Road,3.0,1420.0,2.0,1.0,59.0
1,Raja Rajeshwari Nagar,2.0,1196.0,2.0,2.0,51.15
2,Electronic City,3.0,1220.0,2.0,2.0,35.24
1,Electronics City Phase 1,3.0,1595.0,3.0,2.0,75.0
1,Banashankari,2.0,1260.0,2.0,3.0,75.0
1,Hebbal,2.0,1100.0,2.0,2.0,47.0
1,Frazer Town,2.0,1550.0,2.0,2.0,140.0
1,ISRO Layout,2.0,1180.0,2.0,3.0,52.0
4,Electronic City,4.0,4000.0,5.0,1.0,150.0
2,Akshaya Nagar,3.0,1662.0,3.0,2.0,85.0
4,Akshaya Nagar,4.0,1080.0,4.0,1.0,75.0
1,Ambedkar Nagar,3.0,1862.0,3.0,2.0,119.0
1,Raja Rajeshwari Nagar,2.0,1419.0,2.0,2.0,48.0
2,Whitefield,3.0,1410.0,3.0,2.0,43.71
1,Raja Rajeshwari Nagar,3.0,1560.0,2.0,2.0,62.4
4,Chikkabettahalli,5.0,1100.0,4.0,3.0,150.0
1,Thanisandra,3.0,1634.0,3.0,3.0,78.0
2,Whitefield,3.0,1150.0,2.0,3.0,44.0
1,Yelahanka,3.0,1616.0,3.0,1.0,65.0
1,Nagavarapalya,2.0,1392.0,2.0,1.0,99.0
1,Jakkur,3.0,1798.0,3.0,1.0,120.0
1,Babusapalaya,3.0,1675.0,3.0,3.0,75.0
4,Bhuvaneswari Nagar,2.0,792.0,2.0,1.0,70.0
1,Varanasi,5.0,2000.0,4.0,1.0,103.0
2,Hongasandra,7.0,600.0,7.0,3.0,89.0
1,Hebbal,3.0,1700.0,3.0,2.0,124.0
1,Hulimavu,2.0,1248.0,2.0,1.0,69.0
2,Kalkere,2.0,1147.0,2.0,1.0,54.0
1,Sultan Palaya,2.0,1100.0,2.0,2.0,40.0
1,Vijayanagar,3.0,1527.0,3.0,2.0,115.0
1,Kanakpura Road,1.0,525.0,1.0,1.0,25.0
1,Kaggadasapura,2.0,1100.0,2.0,3.0,58.0
1,Seegehalli,2.0,1118.0,2.0,2.0,37.5
1,Kanakapura,3.0,1476.0,3.0,1.0,75.0
2,Gopal Reddy Layout,3.0,2100.0,3.0,1.0,75.0
1,Roopena Agrahara,3.0,1215.0,2.0,2.0,46.5
1,Ambalipura,2.0,1332.0,2.0,1.0,79.0
1,Hennur Road,2.0,1350.0,2.0,3.0,49.0
4,Kothannur,4.0,600.0,4.0,1.0,81.0
1,NGR Layout,2.0,1105.0,2.0,2.0,49.73
4,Padmanabhanagar,3.0,1500.0,2.0,1.0,200.0
1,Kasavanhalli,2.0,1200.0,2.0,2.0,50.0
1,Ramagondanahalli,2.0,1251.0,2.0,1.0,47.4
1,Pai Layout,3.0,1400.0,2.0,3.0,67.0
1,Hegde Nagar,3.0,1703.0,3.0,2.0,113.0
1,NRI Layout,5.0,2500.0,5.0,3.0,130.0
1,Jigani,2.0,933.0,2.0,2.0,43.0
4,sankeswari,1.0,462.0,1.0,1.0,31.7
1,Brookefield,2.0,1262.0,2.0,1.0,75.0
1,Yelahanka,2.0,915.0,2.0,2.0,48.0
1,Panathur,3.0,1370.0,2.0,2.0,61.5
1,Malleshpalya,2.0,1210.0,2.0,3.0,55.0
4,T c palya,3.0,1500.0,2.0,0.0,85.0
1,Govindraja Nagar,2.0,1065.0,2.0,3.0,50.0
1,Ramamurthy Nagar,3.0,1515.0,3.0,3.0,65.0
1,Thanisandra,3.0,1445.0,2.0,3.0,40.31
1,Uttarahalli,3.0,1300.0,2.0,1.0,55.0
2,Vijayanagar,2.0,989.0,2.0,0.0,60.0
1,Jakkur,2.0,1300.0,2.0,1.0,85.0
1,Chandapura,3.0,1185.0,2.0,2.0,30.22
4,Battarahalli,5.0,1350.0,3.0,1.0,110.0
1,Marathahalli,2.0,1045.0,2.0,3.0,60.0
1,Virat Nagar,2.0,1205.0,2.0,2.0,42.18
1,Chennammanakere Achukattu,2.0,1260.0,2.0,1.0,75.0
4,Devanahalli Road,5.0,1320.0,5.0,2.0,199.0
1,Ulsoor,3.0,1500.0,2.0,2.0,125.0
1,Bommanahalli,3.0,1250.0,2.0,2.0,42.5
2,"Maragondana Halli, kr puram, old madras road",2.0,1199.0,2.0,2.0,50.0
1,Lakshminarayana Pura,2.0,1149.0,2.0,1.0,75.0
1,Sarjapur  Road,3.0,2180.0,3.0,2.0,170.0
4,TC Palaya,8.0,1200.0,7.0,1.0,110.0
4,Thurahalli,5.0,1200.0,5.0,0.0,195.0
1,Hulimavu,3.0,1818.0,3.0,1.0,135.0
1,Volagerekallahalli,2.0,1070.0,2.0,2.0,33.0
2,Nagarbhavi,3.0,1350.0,2.0,2.0,54.6
2,Chandapura,2.0,630.0,1.0,1.0,27.0
1,Hoodi,2.0,1430.0,2.0,2.0,113.0
1,Nagavara,3.0,2430.0,4.0,3.0,180.0
1,Sarjapur  Road,2.0,1084.0,2.0,3.0,55.0
1,Hennur Road,3.0,1186.0,2.0,1.0,56.0
2,Kengeri,2.0,1255.0,2.0,2.0,50.0
1,Hosa Road,3.0,1541.0,3.0,1.0,69.84
1,Raja Rajeshwari Nagar,2.0,1295.0,2.0,2.0,70.0
1,7th Phase JP Nagar,3.0,1370.0,2.0,2.0,54.79
1,Electronic City,2.0,1100.0,2.0,1.0,40.0
1,Rajaji Nagar,2.0,1370.0,2.0,1.0,170.0
1,7th Phase JP Nagar,3.0,1370.0,2.0,1.0,54.79
1,JP Nagar,2.0,1200.0,2.0,2.0,62.0
4,Gunjur,4.0,2000.0,3.0,0.0,95.0
1,Sarjapur  Road,3.0,1220.0,3.0,2.0,62.0
2,Kanakapura Road,3.0,1950.0,3.0,2.0,130.0
1,Somasundara Palya,2.0,1178.0,2.0,3.0,73.0
1,Dasanapura,3.0,1286.0,3.0,2.0,61.44
1,Begur Road,2.0,1160.0,2.0,2.0,42.0
1,Jigani,2.0,918.0,2.0,2.0,55.0
1,Electronic City,3.0,1563.0,3.0,2.0,91.84
1,Govindpura,2.0,1326.0,2.0,1.0,62.17
1,3rd Block Jayanagar,3.0,1350.0,2.0,2.0,140.0
1,Begur Road,2.0,1240.0,2.0,2.0,39.06
1,Kaggadasapura,2.0,1325.0,2.0,2.0,50.0
1,Sonnenahalli,2.0,1100.0,2.0,1.0,44.0
1,Gollarapalya Hosahalli,3.0,1605.0,3.0,2.0,50.0
1,Somasundara Palya,2.0,1260.0,2.0,1.0,60.0
1,Hoodi,3.0,1553.0,3.0,2.0,83.09
1,Whitefield,2.0,1280.0,2.0,2.0,52.0
1,Hebbal,3.0,1550.0,2.0,2.0,75.0
1,Arekere,3.0,1445.0,2.0,2.0,125.0
1,Murugeshpalya,3.0,1550.0,3.0,2.0,74.0
1,Electronics City Phase 1,3.0,1515.0,2.0,1.0,80.91
1,Hosa Road,3.0,1332.0,2.0,1.0,86.12
1,Electronic City,3.0,1652.0,3.0,2.0,70.0
1,Hegde Nagar,3.0,1570.0,3.0,1.0,105.0
1,Sector 2 HSR Layout,1.0,794.0,1.0,1.0,60.0
4,Seegehalli,3.0,1200.0,2.0,0.0,62.0
4,Hosakerehalli,3.0,1200.0,3.0,2.0,175.0
4,Chandra Layout,4.0,600.0,2.0,1.0,85.0
1,Sarjapur  Road,3.0,1750.0,3.0,2.0,110.0
2,Hebbal,2.0,1053.0,2.0,1.0,48.0
1,Kadubeesanahalli,3.0,1665.0,3.0,3.0,70.0
2,Bommasandra,3.0,1447.0,3.0,2.0,80.0
2,Balagere,2.0,1012.0,2.0,1.0,75.0
1,Malleshpalya,3.0,1900.0,3.0,2.0,60.0
1,Narayanapura,2.0,1308.0,2.0,2.0,92.66
1,Hormavu,1.0,1351.0,2.0,1.0,53.0
1,Electronic City,2.0,1000.0,2.0,2.0,22.0
1,Gunjur,2.0,1140.0,2.0,2.0,49.11
2,Uttarahalli,3.0,1250.0,2.0,1.0,55.0
1,Kanakapura,3.0,1290.0,3.0,3.0,45.15
1,Garudachar Palya,3.0,1320.0,2.0,2.0,60.6
2,Akshaya Nagar,3.0,1662.0,3.0,2.0,85.5
1,Garudachar Palya,3.0,1295.0,2.0,2.0,59.5
1,Battarahalli,3.0,1777.0,3.0,2.0,100.0
1,Anandapura,3.0,1576.0,3.0,2.0,59.1
1,Sompura,2.0,1020.0,2.0,3.0,41.0
1,Green Domain Layout,3.0,2100.0,3.0,3.0,170.0
1,Raja Rajeshwari Nagar,1.0,648.0,1.0,1.0,31.75
1,Neeladri Nagar,3.0,1167.0,2.0,1.0,38.0
4,Vyalikaval,7.0,1000.0,7.0,3.0,160.0
1,Hoodi,2.0,1220.0,2.0,2.0,50.89
1,Vittasandra,2.0,1259.0,2.0,1.0,67.4
2,Gottigere,4.0,2000.0,4.0,2.0,82.0
1,8th Phase JP Nagar,3.0,1800.0,3.0,1.0,80.0
2,Cleveland Town,3.0,1991.0,3.0,2.0,160.0
1,Bannerghatta,3.0,1665.0,3.0,3.0,110.0
2,"Hoodi Circle, ",2.0,1234.0,2.0,1.0,61.0
1,Mysore Road,3.0,1340.0,2.0,2.0,64.31
1,Banashankari,2.0,1170.0,2.0,2.0,46.79
2,Electronics City Phase 1,2.0,995.0,2.0,0.0,46.0
1,Old Airport Road,2.0,1075.0,2.0,2.0,60.0
1,Electronic City,2.0,1025.0,2.0,1.0,54.5
1,Rachenahalli,3.0,2721.0,3.0,2.0,113.0
1,Thanisandra,3.0,2000.0,3.0,2.0,99.0
1,Whitefield,4.0,2500.0,4.0,3.0,155.0
1,Mallasandra,2.0,1325.0,2.0,2.0,70.0
1,Kadugodi,2.0,1314.0,2.0,3.0,68.2
1,Kanakpura Road,3.0,2265.0,3.0,2.0,136.0
2,7th Phase JP Nagar,7.0,4800.0,7.0,0.0,170.0
1,Yelahanka,2.0,1026.0,2.0,1.0,41.0
2,Syndicate Bank Colony,3.0,1200.0,3.0,2.0,66.0
2,Kada Agrahara,3.0,2220.0,4.0,2.0,65.0
1,KR Puram,2.0,1192.0,2.0,0.0,51.22
1,Sarjapur  Road,3.0,1888.0,4.0,1.0,95.0
1,JP Nagar,2.0,1300.0,2.0,1.0,90.87
1,Rajaji Nagar,2.0,1216.0,2.0,0.0,97.16
2,Begur,3.0,1559.0,3.0,2.0,63.0
1,Harlur,2.0,1290.0,2.0,1.0,87.0
2,Whitefield,1.0,905.0,1.0,1.0,55.0
1,Sarjapura - Attibele Road,2.0,829.0,2.0,1.0,22.8
2,Koramangala,2.0,1900.0,2.0,1.0,200.0
2,Dodda Banaswadi,5.0,32723.0,5.0,1.0,140.0
2,Sarjapur  Road,3.0,1300.0,3.0,2.0,60.0
1,Channasandra,2.0,1115.0,2.0,1.0,33.45
1,Ambedkar Nagar,3.0,2150.0,4.0,2.0,125.0
1,Marathahalli,3.0,1305.0,2.0,1.0,69.0
1,Kanakpura Road,2.0,1252.0,2.0,1.0,56.32
4,Whitefield,2.0,1200.0,2.0,1.0,46.13
2,Koramangala,3.0,1750.0,3.0,1.0,130.0
1,Electronic City Phase II,2.0,545.0,1.0,1.0,35.0
4,BEL Layout,2.0,1375.0,2.0,1.0,105.0
1,Subramanyapura,2.0,1313.0,2.0,2.0,66.5
1,Akshayanagara East,3.0,1693.0,3.0,2.0,108.0
1,JCR Layout,2.0,1160.0,2.0,1.0,41.75
4,Sri Kanteshwara Nagar,3.0,1200.0,3.0,0.0,200.0
1,Subramanyapura,3.0,1255.0,2.0,2.0,79.0
4,KR Puram,4.0,1000.0,4.0,1.0,75.0
2,Bellari Road,2.0,900.0,2.0,1.0,45.0
1,Yelahanka New Town,3.0,1700.0,3.0,2.0,90.0
3,Indira Nagar,3.0,1875.0,3.0,1.0,180.0
3,Uttarahalli,3.0,1700.0,3.0,2.0,88.0
1,Harlur,3.0,1749.0,3.0,2.0,115.0
4,Dasanapura,2.0,1500.0,3.0,1.0,65.0
1,Varanasi,2.0,1175.0,2.0,1.0,48.0
2,Akshaya Nagar,2.0,1280.0,2.0,1.0,60.0
2,Abbaiah Reddy Layout,2.0,1200.0,2.0,2.0,50.0
1,Ramagondanahalli,3.0,1610.0,2.0,2.0,115.0
1,Electronic City,2.0,1070.0,2.0,1.0,46.0
4,TC Palaya,2.0,1200.0,2.0,0.0,66.0
1,9th Phase JP Nagar,2.0,1127.0,2.0,1.0,50.0
2,Indira Nagar,2.0,1210.0,2.0,1.0,102.0
2,Jyothi Nagar,2.0,600.0,2.0,1.0,23.0
1,Tata Nagar,2.0,1364.0,2.0,2.0,70.0
1,Whitefield,4.0,2268.0,3.0,0.0,146.0
1,RK Layout 2nd Stage,3.0,1150.0,2.0,2.0,77.5
1,Tirumanahalli,2.0,1146.0,2.0,1.0,39.5
2,Magadi Road,2.0,1345.0,2.0,2.0,55.0
1,Mylasandra,2.0,1110.0,2.0,2.0,41.0
2,Kengeri,2.0,750.0,2.0,1.0,36.0
2,Motappa Layout,2.0,1156.0,2.0,2.0,49.5
1,Pattandur Agrahara,2.0,1247.0,2.0,1.0,59.8
1,Mangammanapalya,2.0,1058.0,2.0,2.0,60.0
1,Kaggalipura,2.0,950.0,2.0,1.0,48.0
1,Vasanthapura,2.0,420.0,2.0,0.0,35.0
4,BTM 1st Stage,4.0,600.0,2.0,2.0,90.0
1,Vijayanagar,3.0,1520.0,2.0,1.0,103.0
2,Raghuvanahalli,1.0,900.0,1.0,1.0,30.0
1,Hennur Road,3.0,2350.0,3.0,2.0,174.0
1,Thanisandra,2.0,1050.0,2.0,2.0,46.0
1, Devarabeesana Halli,3.0,1672.0,3.0,2.0,150.0
4,Laggere,5.0,2800.0,5.0,2.0,125.0
1,MCECHS  layout,3.0,1500.0,2.0,2.0,65.0
1,Geddalahalli,2.0,1400.0,2.0,2.0,65.0
2,8th Phase JP Nagar,4.0,2700.0,4.0,2.0,130.0
1,Bommasandra,2.0,920.0,2.0,1.0,37.46
4,Sarjapur  Road,3.0,1200.0,3.0,2.0,70.0
2,Brindavan Nagar,3.0,1250.0,3.0,2.0,139.0
1,Haralur Road,2.0,1464.0,2.0,2.0,56.0
1,Ambedkar Colony,2.0,1468.0,3.0,2.0,130.0
1,Electronics City Phase 1,3.0,1555.0,2.0,1.0,82.0
4,Munnekollal,6.0,1200.0,4.0,2.0,110.0
2,Whitefield,2.0,1150.0,2.0,0.0,55.0
1,Kadubeesanahalli,2.0,970.0,2.0,1.0,35.0
1,Banashankari,4.0,2500.0,4.0,3.0,95.0
1,Seetharampalya,2.0,1166.0,2.0,1.0,53.0
1,Electronic City,3.0,1350.0,3.0,2.0,58.0
2,Mariyannapalya,2.0,900.0,2.0,3.0,46.0
2,Kanaka Nagar,3.0,1190.0,3.0,1.0,55.0
1,Kodichikkanahalli,3.0,1495.0,2.0,2.0,75.0
2,Indira Nagar,2.0,1224.0,2.0,2.0,105.0
1,Banashankari Stage III,3.0,1350.0,2.0,2.0,68.0
2,Green Glen Layout,2.0,940.0,2.0,1.0,56.8
1,Raja Rajeshwari Nagar,2.0,1100.0,2.0,1.0,55.0
1,Kaikondrahalli,2.0,1300.0,2.0,2.0,61.0
2,Palace Road,3.0,1480.0,2.0,0.0,145.0
1,Hoodi,2.0,1105.0,2.0,2.0,46.37
4,Sarjapur  Road,3.0,2600.0,3.0,2.0,200.0
1,Yelahanka,3.0,1517.0,3.0,2.0,76.3
2,Horamavu Banaswadi,6.0,3800.0,8.0,0.0,200.0
1,Jalahalli,3.0,1615.0,3.0,2.0,89.75
1,MCECHS  layout,3.0,1500.0,3.0,2.0,65.0
1,Mysore Road,3.0,1082.0,3.0,1.0,50.5
1,Marathahalli,2.0,1365.0,2.0,2.0,73.0
1,Electronic City,2.0,1000.0,2.0,3.0,25.0
1,CV Raman Nagar,2.0,1392.0,2.0,1.0,98.0
1,Kodigehalli,2.0,1086.0,2.0,1.0,33.66
1,Hennur Road,3.0,1586.0,3.0,3.0,93.94
2,Hennur,2.0,1100.0,2.0,1.0,60.0
1,Electronic City Phase II,2.0,1065.0,2.0,1.0,30.75
4,TC Palaya,3.0,1500.0,2.0,1.0,120.0
2,7th Phase JP Nagar,3.0,1575.0,2.0,2.0,120.0
1,Hennur Road,3.0,1975.0,3.0,3.0,123.0
1,Nelamangala,2.0,820.0,2.0,2.0,24.0
1,Gubbalala,3.0,1745.0,3.0,2.0,110.0
1,Nagarbhavi,2.0,1223.0,2.0,1.0,60.0
1,Ananth Nagar,3.0,1200.0,2.0,1.0,65.0
1,Basaveshwara Nagar,2.0,1200.0,2.0,0.0,90.0
1,Binny Pete,1.0,665.0,1.0,1.0,46.08
1,Bharathi Nagar,2.0,1351.0,2.0,2.0,70.0
1,Thanisandra,3.0,1588.0,3.0,1.0,75.55
3,Amruthahalli,2.0,900.0,2.0,1.0,60.0
4,Bhuvaneshwari Nagar,3.0,440.0,3.0,0.0,50.0
1,Panathur,3.0,1370.0,2.0,2.0,75.0
4,Whitefield,3.0,1500.0,3.0,1.0,71.8
2,Hoodi,2.0,1247.0,2.0,0.0,53.0
1,Domlur Layout,3.0,2000.0,3.0,2.0,200.0
1,Balagere,2.0,1021.0,2.0,1.0,68.38
1,Gunjur Palya,3.0,1033.0,2.0,2.0,32.0
2,B Narayanapura,3.0,1460.0,2.0,3.0,73.0
1,Garudachar Palya,2.0,1150.0,2.0,2.0,52.8
1,Babusapalaya,2.0,1141.0,2.0,1.0,46.0
1,Yelahanka,4.0,2912.0,6.0,0.0,125.5
1,Hosa Road,3.0,1665.0,2.0,3.0,125.0
1,Kanakapura,2.0,1295.0,2.0,2.0,64.0
1,Haralur Road,2.0,1230.0,2.0,1.0,78.0
1,Anand Nagar,3.0,1080.0,2.0,2.0,75.0
1,Kaggalipura,2.0,1000.0,2.0,1.0,60.0
1,Kaval Byrasandra,3.0,2400.0,2.0,0.0,50.0
1,Whitefield,1.0,630.0,1.0,0.0,32.79
1,Rayasandra,3.0,1708.0,3.0,2.0,75.0
1,Thanisandra,3.0,1697.0,3.0,2.0,115.0
1,Whitefield,4.0,3537.0,5.0,3.0,210.0
1,Hosa Road,1.0,615.0,1.0,1.0,28.29
2,Banashankari,3.0,1350.0,2.0,0.0,83.0
1,Jalahalli,2.0,1083.0,2.0,1.0,32.49
1,Gottigere,3.0,1460.0,2.0,2.0,65.0
1,Babusapalaya,2.0,1084.0,2.0,1.0,58.0
1,Bommasandra,2.0,1035.0,2.0,1.0,41.43
1,Vijaya Bank Layout,3.0,2400.0,2.0,1.0,150.0
1,Hosur Road,1.0,460.0,1.0,1.0,21.0
1,Whitefield,2.0,1285.0,2.0,2.0,55.9
4,Sarjapur,3.0,1200.0,3.0,2.0,78.0
2,Raghuvanahalli,2.0,1070.0,2.0,1.0,35.0
